trade_date,SG CTA Index,SG Trend Index,SG Trend Indicator,SG Short-Term Traders Index,SG Multi Alternative Risk Premia Index
1999-12-31, 1000.00, 1000.00, 1000.00,,
2000-01-03,  996.74,  997.20,  991.94,,
2000-01-04,  986.99,  970.67,  958.95,,
2000-01-05,  984.16,  962.13,  951.52,,
2000-01-06,  982.40,  953.47,  938.86,,
2000-01-07,  977.01,  944.03,  949.20,,
2000-01-10,  979.76,  951.21,  962.86,,
2000-01-11,  993.51,  974.23,  961.85,,
2000-01-12,  996.26,  979.59,  958.44,,
2000-01-13,  994.69,  977.14,  971.48,,
2000-01-14, 1004.34,  996.68,  994.32,,
2000-01-17, 1006.30,  999.67, 1001.33,,
2000-01-18, 1016.55, 1020.36, 1003.13,,
2000-01-19, 1013.43, 1017.91,  999.90,,
2000-01-20, 1012.97, 1015.78, 1001.88,,
2000-01-21, 1011.05, 1014.96, 1004.94,,
2000-01-24, 1011.85, 1011.01,  995.15,,
2000-01-25, 1011.66, 1011.11,  994.04,,
2000-01-26, 1006.94, 1001.10,  993.72,,
2000-01-27, 1014.62, 1012.01, 1009.30,,
2000-01-28, 1021.57, 1015.15,  985.46,,
2000-01-31, 1023.40, 1019.71,  985.25,,
2000-02-01, 1020.15, 1012.47,  980.80,,
2000-02-02, 1014.94,  999.51,  981.13,,
2000-02-03, 1001.28,  973.93,  967.49,,
2000-02-04, 1009.23,  991.07,  978.36,,
2000-02-07, 1018.07, 1004.25,  986.40,,
2000-02-08, 1010.88,  989.19,  983.79,,
2000-02-09, 1012.93,  992.55,  990.20,,
2000-02-10, 1019.91, 1009.12,  993.20,,
2000-02-11, 1018.21, 1002.36,  995.11,,
2000-02-14, 1021.49, 1006.57,  994.98,,
2000-02-15, 1018.61, 1002.04,  994.81,,
2000-02-16, 1018.82, 1004.55,  990.77,,
2000-02-17, 1022.52, 1007.86,  988.72,,
2000-02-18, 1025.44, 1010.99,  994.54,,
2000-02-21, 1023.75, 1006.74,  990.82,,
2000-02-22, 1011.68,  979.06,  955.33,,
2000-02-23, 1015.45,  987.87,  973.54,,
2000-02-24, 1014.47,  988.56,  982.87,,
2000-02-25, 1014.07,  989.35,  998.92,,
2000-02-28, 1008.87,  983.12, 1002.26,,
2000-02-29, 1015.45,  995.21, 1007.86,,
2000-03-01, 1006.53,  987.45, 1001.19,,
2000-03-02, 1011.97,  993.87, 1009.86,,
2000-03-03, 1012.94,  997.34, 1011.18,,
2000-03-06, 1015.30, 1002.53, 1018.31,,
2000-03-07, 1018.46, 1008.14, 1017.62,,
2000-03-08, 1007.25,  986.97, 1010.53,,
2000-03-09, 1000.99,  978.98,  996.77,,
2000-03-10, 1000.40,  979.76,  998.26,,
2000-03-13,  994.64,  968.79,  989.06,,
2000-03-14,  992.09,  963.07,  984.85,,
2000-03-15,  993.40,  961.53,  980.22,,
2000-03-16,  994.65,  963.07,  973.74,,
2000-03-17, 1000.73,  973.86,  983.32,,
2000-03-20,  995.21,  962.17,  981.61,,
2000-03-21, 1001.74,  974.58,  984.77,,
2000-03-22, 1002.68,  977.02,  990.10,,
2000-03-23,  997.72,  969.98,  987.32,,
2000-03-24,  989.91,  957.08,  982.57,,
2000-03-27,  988.93,  955.84,  983.41,,
2000-03-28,  989.39,  957.18,  976.69,,
2000-03-29,  991.21,  956.89,  979.39,,
2000-03-30,  985.02,  949.04,  976.21,,
2000-03-31,  996.41,  965.08,  979.50,,
2000-04-03,  989.51,  954.18,  977.16,,
2000-04-04,  984.14,  944.83,  976.64,,
2000-04-05,  981.64,  940.67,  973.09,,
2000-04-06,  980.09,  938.60,  982.03,,
2000-04-07,  985.65,  950.43, 1002.55,,
2000-04-10,  982.61,  944.34,  999.26,,
2000-04-11,  975.86,  933.11,  989.46,,
2000-04-12,  973.36,  926.67,  981.36,,
2000-04-13,  974.50,  928.24,  982.73,,
2000-04-14,  981.51,  933.07,  969.14,,
2000-04-17,  983.44,  932.98,  981.47,,
2000-04-18,  977.98,  928.40,  989.62,,
2000-04-19,  979.19,  931.10,  993.54,,
2000-04-20,  976.13,  926.16,  997.45,,
2000-04-21,  977.21,  928.01,  996.55,,
2000-04-24,  977.08,  927.92,  993.66,,
2000-04-25,  980.88,  933.30,  999.70,,
2000-04-26,  981.28,  933.86, 1007.47,,
2000-04-27,  981.66,  933.30, 1008.94,,
2000-04-28,  981.98,  932.28, 1024.82,,
2000-05-01,  976.69,  924.07, 1028.27,,
2000-05-02,  970.71,  914.18, 1027.56,,
2000-05-03,  972.05,  914.64, 1020.63,,
2000-05-04,  971.24,  912.81, 1022.25,,
2000-05-05,  967.30,  904.32, 1015.36,,
2000-05-08,  970.49,  909.39, 1019.79,,
2000-05-09,  970.57,  907.30, 1023.70,,
2000-05-10,  975.70,  913.19, 1028.23,,
2000-05-11,  984.23,  931.73, 1036.15,,
2000-05-12,  974.28,  913.84, 1019.75,,
2000-05-15,  980.09,  921.79, 1031.00,,
2000-05-16,  981.09,  923.54, 1037.87,,
2000-05-17,  989.57,  938.78, 1046.69,,
2000-05-18,  998.18,  955.21, 1053.80,,
2000-05-19,  990.02,  942.79, 1046.37,,
2000-05-22,  985.99,  933.46, 1048.17,,
2000-05-23,  987.32,  934.39, 1052.44,,
2000-05-24,  997.52,  950.28, 1060.67,,
2000-05-25,  995.06,  945.24, 1060.98,,
2000-05-26,  987.04,  930.68, 1051.79,,
2000-05-29,  986.85,  930.78, 1051.39,,
2000-05-30,  984.59,  927.99, 1043.61,,
2000-05-31,  983.26,  921.58, 1047.21,,
2000-06-01,  983.49,  919.55, 1045.64,,
2000-06-02,  972.77,  899.60, 1028.18,,
2000-06-05,  961.98,  880.44, 1011.25,,
2000-06-06,  955.26,  871.19,  995.44,,
2000-06-07,  958.76,  873.81,  990.94,,
2000-06-08,  961.00,  878.53,  999.13,,
2000-06-09,  967.64,  890.39, 1005.65,,
2000-06-12,  970.10,  895.73, 1007.93,,
2000-06-13,  975.83,  904.96, 1003.86,,
2000-06-14,  976.93,  906.86, 1003.59,,
2000-06-15,  971.07,  900.51, 1003.45,,
2000-06-16,  973.65,  900.69,  998.74,,
2000-06-19,  968.62,  893.57,  998.00,,
2000-06-20,  968.46,  894.73,  996.64,,
2000-06-21,  965.06,  891.87,  997.40,,
2000-06-22,  961.40,  889.02, 1001.44,,
2000-06-23,  964.07,  892.39, 1007.29,,
2000-06-26,  964.14,  892.75, 1012.21,,
2000-06-27,  964.77,  893.20, 1003.74,,
2000-06-28,  962.83,  891.32,  998.93,,
2000-06-29,  967.64,  898.81,  998.59,,
2000-06-30,  965.10,  894.14, 1000.34,,
2000-07-03,  964.12,  894.49,  990.05,,
2000-07-04,  964.11,  894.49,  994.53,,
2000-07-05,  957.40,  882.42,  999.96,,
2000-07-06,  954.36,  878.54,  998.17,,
2000-07-07,  953.96,  878.71, 1000.37,,
2000-07-10,  950.74,  872.91,  990.64,,
2000-07-11,  950.47,  872.65,  996.15,,
2000-07-12,  952.48,  875.27,  998.67,,
2000-07-13,  956.84,  885.07, 1008.94,,
2000-07-14,  955.07,  881.71, 1001.81,,
2000-07-17,  953.22,  876.06,  996.16,,
2000-07-18,  954.22,  877.64,  997.84,,
2000-07-19,  951.35,  872.02, 1000.10,,
2000-07-20,  948.74,  872.46, 1000.92,,
2000-07-21,  950.22,  873.59, 1001.15,,
2000-07-24,  946.82,  867.57,  998.12,,
2000-07-25,  948.73,  870.34,  998.72,,
2000-07-26,  952.21,  875.39,  999.37,,
2000-07-27,  953.15,  880.12, 1009.00,,
2000-07-28,  954.96,  881.00, 1011.00,,
2000-07-31,  949.93,  872.89, 1018.96,,
2000-08-01,  947.43,  870.80, 1023.27,,
2000-08-02,  949.40,  876.11, 1026.41,,
2000-08-03,  950.45,  879.09, 1029.48,,
2000-08-04,  952.99,  885.24, 1036.45,,
2000-08-07,  950.72,  880.28, 1029.67,,
2000-08-08,  951.84,  883.72, 1036.78,,
2000-08-09,  949.80,  881.07, 1034.59,,
2000-08-10,  952.61,  885.56, 1033.22,,
2000-08-11,  949.47,  880.96, 1036.89,,
2000-08-14,  954.58,  889.32, 1039.13,,
2000-08-15,  947.26,  876.70, 1032.46,,
2000-08-16,  943.35,  870.65, 1022.78,,
2000-08-17,  946.57,  877.35, 1023.51,,
2000-08-18,  951.61,  886.12, 1030.27,,
2000-08-21,  956.14,  893.92, 1036.42,,
2000-08-22,  950.72,  884.80, 1037.24,,
2000-08-23,  947.74,  882.24, 1044.80,,
2000-08-24,  942.64,  873.06, 1043.63,,
2000-08-25,  947.74,  882.58, 1040.20,,
2000-08-28,  948.60,  883.55, 1037.25,,
2000-08-29,  952.97,  889.56, 1043.79,,
2000-08-30,  954.17,  894.10, 1042.39,,
2000-08-31,  957.79,  900.62, 1048.12,,
2000-09-01,  960.96,  905.04, 1038.14,,
2000-09-04,  961.35,  904.40, 1039.52,,
2000-09-05,  968.32,  918.60, 1047.19,,
2000-09-06,  978.72,  936.88, 1057.87,,
2000-09-07,  976.89,  936.04, 1058.95,,
2000-09-08,  968.61,  918.72, 1068.70,,
2000-09-11,  973.07,  929.29, 1075.10,,
2000-09-12,  970.22,  920.64, 1075.54,,
2000-09-13,  970.30,  920.74, 1077.97,,
2000-09-14,  969.48,  920.18, 1081.36,,
2000-09-15,  974.36,  930.31, 1079.57,,
2000-09-18,  974.13,  927.61, 1081.01,,
2000-09-19,  968.04,  918.89, 1080.94,,
2000-09-20,  968.26,  918.98, 1079.62,,
2000-09-21,  959.14,  899.59, 1071.42,,
2000-09-22,  940.68,  864.51, 1059.46,,
2000-09-25,  937.96,  860.44, 1059.06,,
2000-09-26,  933.86,  851.92, 1049.32,,
2000-09-27,  933.14,  849.96, 1049.24,,
2000-09-28,  926.93,  839.43, 1056.91,,
2000-09-29,  926.79,  839.59, 1060.93,,
2000-10-02,  931.03,  846.73, 1065.18,,
2000-10-03,  930.83,  847.91, 1067.79,,
2000-10-04,  926.51,  839.61, 1061.23,,
2000-10-05,  926.72,  840.95, 1065.07,,
2000-10-06,  928.43,  844.90, 1076.88,,
2000-10-09,  933.12,  852.51, 1083.76,,
2000-10-10,  932.51,  854.13, 1083.97,,
2000-10-11,  939.61,  865.83, 1094.09,,
2000-10-12,  951.92,  890.16, 1102.56,,
2000-10-13,  950.54,  885.26, 1104.83,,
2000-10-16,  945.52,  875.17, 1110.27,,
2000-10-17,  947.28,  879.54, 1117.61,,
2000-10-18,  954.78,  896.43, 1133.08,,
2000-10-19,  948.22,  882.99, 1117.48,,
2000-10-20,  950.13,  886.08, 1112.89,,
2000-10-23,  953.76,  893.43, 1114.13,,
2000-10-24,  949.21,  883.69, 1105.56,,
2000-10-25,  955.66,  892.79, 1123.35,,
2000-10-26,  957.83,  895.03, 1127.59,,
2000-10-27,  946.20,  873.37, 1116.13,,
2000-10-30,  948.88,  876.86, 1119.67,,
2000-10-31,  942.91,  866.69, 1106.34,,
2000-11-01,  937.80,  859.41, 1100.06,,
2000-11-02,  937.17,  858.20, 1102.13,,
2000-11-03,  925.72,  840.18, 1086.75,,
2000-11-06,  927.47,  842.45, 1091.03,,
2000-11-07,  927.06,  841.52, 1090.31,,
2000-11-08,  929.99,  848.09, 1101.71,,
2000-11-09,  934.80,  856.57, 1106.08,,
2000-11-10,  939.56,  867.70, 1124.31,,
2000-11-13,  951.53,  886.79, 1136.70,,
2000-11-14,  952.34,  889.19, 1132.52,,
2000-11-15,  960.30,  901.55, 1139.90,,
2000-11-16,  963.77,  908.22, 1150.01,,
2000-11-17,  966.85,  916.21, 1156.12,,
2000-11-20,  978.23,  932.61, 1173.23,,
2000-11-21,  981.06,  939.98, 1176.37,,
2000-11-22,  991.20,  954.27, 1184.97,,
2000-11-23,  991.44,  954.84, 1187.13,,
2000-11-24,  996.45,  961.71, 1180.46,,
2000-11-27,  982.31,  938.54, 1164.71,,
2000-11-28,  979.35,  933.75, 1167.06,,
2000-11-29,  994.71,  957.19, 1179.90,,
2000-11-30, 1006.54,  976.04, 1177.79,,
2000-12-01,  998.24,  954.67, 1166.60,,
2000-12-04,  999.76,  957.06, 1156.81,,
2000-12-05, 1006.38,  967.58, 1158.64,,
2000-12-06, 1012.17,  980.26, 1150.04,,
2000-12-07, 1016.63,  989.57, 1153.62,,
2000-12-08, 1010.94,  980.27, 1150.60,,
2000-12-11,  996.85,  960.08, 1143.65,,
2000-12-12,  999.31,  962.57, 1145.09,,
2000-12-13, 1011.29,  983.94, 1153.15,,
2000-12-14, 1026.43, 1008.24, 1148.39,,
2000-12-15, 1040.27, 1029.42, 1160.36,,
2000-12-18, 1038.63, 1029.21, 1162.31,,
2000-12-19, 1041.35, 1031.89, 1160.51,,
2000-12-20, 1069.23, 1077.70, 1164.11,,
2000-12-21, 1078.76, 1090.31, 1159.23,,
2000-12-22, 1084.15, 1104.05, 1150.37,,
2000-12-25, 1083.73, 1102.73, 1148.42,,
2000-12-26, 1090.62, 1110.33, 1147.83,,
2000-12-27, 1089.22, 1107.23, 1138.54,,
2000-12-28, 1083.92, 1096.49, 1134.53,,
2000-12-29, 1095.62, 1116.66, 1141.65,,
2001-01-01, 1095.62, 1116.77, 1141.84,,
2001-01-02, 1116.04, 1153.85, 1152.08,,
2001-01-03, 1099.74, 1121.08, 1137.32,,
2001-01-04, 1120.81, 1159.31, 1147.68,,
2001-01-05, 1134.83, 1185.97, 1159.00,,
2001-01-08, 1131.26, 1183.24, 1154.97,,
2001-01-09, 1127.48, 1175.20, 1150.15,,
2001-01-10, 1114.00, 1148.40, 1132.63,,
2001-01-11, 1128.06, 1167.35, 1138.31,,
2001-01-12, 1118.71, 1145.06, 1122.31,,
2001-01-15, 1116.54, 1142.65, 1120.58,,
2001-01-16, 1109.84, 1127.57, 1113.73,,
2001-01-17, 1111.37, 1131.63, 1114.62,,
2001-01-18, 1120.82, 1150.19, 1123.18,,
2001-01-19, 1106.82, 1124.31, 1104.63,,
2001-01-22, 1103.14, 1120.82, 1097.20,,
2001-01-23, 1103.80, 1117.80, 1093.22,,
2001-01-24, 1096.56, 1104.94, 1075.90,,
2001-01-25, 1092.30, 1100.96, 1079.71,,
2001-01-26, 1097.16, 1112.30, 1083.87,,
2001-01-29, 1092.82, 1104.96, 1075.39,,
2001-01-30, 1094.71, 1108.28, 1084.87,,
2001-01-31, 1103.78, 1127.78, 1093.14,,
2001-02-01, 1106.44, 1135.45, 1110.72,,
2001-02-02, 1096.70, 1115.47, 1101.72,,
2001-02-05, 1098.23, 1123.05, 1103.47,,
2001-02-06, 1091.59, 1111.49, 1089.59,,
2001-02-07, 1100.04, 1126.38, 1097.90,,
2001-02-08, 1094.00, 1115.00, 1087.67,,
2001-02-09, 1105.04, 1135.74, 1106.33,,
2001-02-12, 1105.65, 1135.29, 1098.64,,
2001-02-13, 1096.64, 1124.28, 1094.31,,
2001-02-14, 1089.75, 1110.00, 1091.31,,
2001-02-15, 1077.73, 1082.14, 1071.94,,
2001-02-16, 1083.88, 1098.58, 1088.42,,
2001-02-19, 1086.33, 1101.00, 1090.95,,
2001-02-20, 1084.32, 1100.01, 1089.08,,
2001-02-21, 1086.43, 1105.18, 1087.97,,
2001-02-22, 1084.15, 1099.99, 1087.48,,
2001-02-23, 1087.38, 1105.82, 1102.07,,
2001-02-26, 1090.68, 1114.66, 1098.50,,
2001-02-27, 1097.83, 1128.15, 1107.43,,
2001-02-28, 1105.21, 1140.11, 1116.00,,
2001-03-01, 1112.99, 1152.42, 1124.29,,
2001-03-02, 1115.66, 1153.80, 1122.02,,
2001-03-05, 1111.98, 1151.96, 1122.17,,
2001-03-06, 1112.89, 1149.77, 1112.96,,
2001-03-07, 1120.39, 1163.22, 1127.66,,
2001-03-08, 1121.96, 1166.25, 1133.23,,
2001-03-09, 1118.81, 1159.72, 1137.73,,
2001-03-12, 1129.84, 1177.34, 1153.65,,
2001-03-13, 1127.13, 1174.16, 1153.84,,
2001-03-14, 1145.02, 1207.28, 1176.55,,
2001-03-15, 1154.68, 1220.80, 1180.21,,
2001-03-16, 1163.01, 1236.42, 1192.02,,
2001-03-19, 1161.92, 1231.23, 1189.44,,
2001-03-20, 1157.38, 1220.15, 1187.51,,
2001-03-21, 1167.31, 1241.50, 1199.75,,
2001-03-22, 1181.07, 1268.44, 1215.69,,
2001-03-23, 1162.85, 1236.22, 1192.75,,
2001-03-26, 1155.85, 1224.23, 1176.01,,
2001-03-27, 1143.13, 1199.01, 1163.70,,
2001-03-28, 1145.73, 1201.17, 1168.60,,
2001-03-29, 1150.51, 1209.22, 1177.58,,
2001-03-30, 1164.22, 1235.10, 1194.67,,
2001-04-02, 1163.16, 1229.54, 1198.74,,
2001-04-03, 1160.52, 1223.15, 1201.32,,
2001-04-04, 1156.51, 1214.71, 1196.16,,
2001-04-05, 1145.35, 1195.51, 1183.89,,
2001-04-06, 1149.90, 1208.07, 1188.73,,
2001-04-09, 1151.68, 1210.36, 1188.97,,
2001-04-10, 1137.72, 1177.80, 1172.24,,
2001-04-11, 1129.29, 1158.25, 1161.36,,
2001-04-12, 1117.85, 1134.28, 1144.52,,
2001-04-13, 1118.06, 1134.39, 1144.81,,
2001-04-16, 1117.60, 1131.44, 1142.60,,
2001-04-17, 1116.64, 1134.16, 1157.19,,
2001-04-18, 1112.22, 1123.38, 1148.77,,
2001-04-19, 1105.23, 1110.80, 1117.66,,
2001-04-20, 1105.34, 1114.58, 1115.22,,
2001-04-23, 1104.79, 1115.69, 1135.76,,
2001-04-24, 1107.55, 1121.71, 1140.76,,
2001-04-25, 1105.55, 1117.90, 1136.41,,
2001-04-26, 1105.74, 1118.01, 1134.04,,
2001-04-27, 1113.43, 1131.76, 1132.45,,
2001-04-30, 1114.49, 1131.76, 1126.80,,
2001-05-01, 1109.31, 1123.28, 1115.10,,
2001-05-02, 1106.32, 1114.74, 1112.42,,
2001-05-03, 1105.33, 1112.40, 1119.60,,
2001-05-04, 1101.99, 1107.95, 1116.90,,
2001-05-07, 1104.24, 1114.82, 1125.14,,
2001-05-08, 1106.37, 1120.28, 1134.58,,
2001-05-09, 1108.22, 1120.17, 1131.55,,
2001-05-10, 1105.89, 1119.83, 1134.01,,
2001-05-11, 1112.76, 1130.47, 1149.76,,
2001-05-14, 1117.14, 1140.53, 1158.71,,
2001-05-15, 1116.68, 1140.42, 1156.62,,
2001-05-16, 1113.43, 1135.86, 1148.36,,
2001-05-17, 1109.38, 1127.11, 1146.07,,
2001-05-18, 1114.78, 1136.24, 1143.37,,
2001-05-21, 1114.33, 1134.65, 1144.81,,
2001-05-22, 1123.21, 1147.47, 1155.45,,
2001-05-23, 1122.83, 1144.03, 1160.78,,
2001-05-24, 1120.96, 1139.91, 1164.04,,
2001-05-25, 1122.33, 1143.79, 1163.75,,
2001-05-28, 1121.88, 1142.53, 1161.75,,
2001-05-29, 1122.61, 1144.01, 1162.64,,
2001-05-30, 1120.18, 1137.72, 1164.41,,
2001-05-31, 1126.26, 1143.41, 1166.29,,
2001-06-01, 1117.53, 1125.69, 1154.98,,
2001-06-04, 1115.86, 1123.32, 1155.07,,
2001-06-05, 1108.17, 1111.75, 1144.98,,
2001-06-06, 1111.65, 1116.64, 1149.52,,
2001-06-07, 1113.41, 1119.55, 1149.57,,
2001-06-08, 1114.30, 1122.68, 1153.76,,
2001-06-11, 1117.93, 1127.17, 1157.74,,
2001-06-12, 1114.69, 1120.75, 1154.60,,
2001-06-13, 1113.19, 1119.07, 1146.47,,
2001-06-14, 1105.05, 1102.95, 1137.01,,
2001-06-15, 1107.50, 1104.17, 1145.60,,
2001-06-18, 1106.63, 1102.40, 1147.78,,
2001-06-19, 1109.45, 1111.11, 1151.12,,
2001-06-20, 1109.97, 1108.22, 1151.44,,
2001-06-21, 1109.07, 1106.56, 1148.65,,
2001-06-22, 1106.60, 1102.68, 1142.69,,
2001-06-25, 1105.75, 1103.12, 1143.15,,
2001-06-26, 1105.32, 1101.91, 1147.44,,
2001-06-27, 1108.92, 1108.74, 1149.30,,
2001-06-28, 1116.86, 1123.27, 1169.10,,
2001-06-29, 1112.86, 1116.53, 1172.00,,
2001-07-02, 1111.19, 1111.73, 1167.78,,
2001-07-03, 1109.40, 1106.84, 1167.28,,
2001-07-04, 1109.21, 1107.50, 1170.27,,
2001-07-05, 1122.19, 1124.11, 1179.28,,
2001-07-06, 1113.49, 1107.81, 1170.98,,
2001-07-09, 1112.53, 1107.37, 1168.71,,
2001-07-10, 1108.02, 1095.74, 1163.36,,
2001-07-11, 1100.17, 1084.46, 1156.76,,
2001-07-12, 1098.38, 1084.46, 1149.80,,
2001-07-13, 1104.31, 1094.00, 1146.51,,
2001-07-16, 1106.29, 1095.09, 1151.08,,
2001-07-17, 1103.52, 1091.59, 1151.00,,
2001-07-18, 1103.99, 1084.60, 1142.08,,
2001-07-19, 1100.84, 1081.35, 1133.97,,
2001-07-20, 1093.69, 1067.72, 1140.21,,
2001-07-23, 1100.17, 1077.12, 1148.65,,
2001-07-24, 1101.38, 1077.77, 1145.29,,
2001-07-25, 1099.48, 1075.18, 1143.46,,
2001-07-26, 1097.85, 1073.67, 1144.74,,
2001-07-27, 1097.03, 1072.92, 1142.68,,
2001-07-30, 1102.77, 1078.50, 1145.94,,
2001-07-31, 1104.74, 1084.11, 1142.19,,
2001-08-01, 1106.71, 1080.21, 1125.60,,
2001-08-02, 1094.25, 1057.95, 1118.16,,
2001-08-03, 1098.02, 1067.05, 1121.68,,
2001-08-06, 1100.05, 1069.83, 1127.95,,
2001-08-07, 1096.07, 1065.44, 1127.64,,
2001-08-08, 1104.25, 1077.80, 1136.08,,
2001-08-09, 1109.72, 1084.59, 1123.84,,
2001-08-10, 1111.13, 1088.71, 1126.99,,
2001-08-13, 1117.18, 1098.84, 1130.63,,
2001-08-14, 1109.39, 1082.79, 1120.10,,
2001-08-15, 1110.82, 1082.04, 1124.84,,
2001-08-16, 1115.25, 1091.77, 1131.80,,
2001-08-17, 1130.34, 1116.56, 1145.98,,
2001-08-20, 1122.61, 1102.82, 1137.44,,
2001-08-21, 1118.06, 1094.33, 1134.45,,
2001-08-22, 1113.12, 1088.64, 1134.79,,
2001-08-23, 1114.31, 1089.84, 1136.92,,
2001-08-24, 1105.56, 1071.64, 1125.16,,
2001-08-27, 1101.96, 1066.07, 1118.83,,
2001-08-28, 1111.69, 1089.84, 1133.89,,
2001-08-29, 1116.28, 1100.74, 1137.15,,
2001-08-30, 1133.87, 1128.59, 1156.53,,
2001-08-31, 1125.02, 1115.04, 1144.31,,
2001-09-03, 1126.57, 1117.50, 1142.44,,
2001-09-04, 1087.04, 1035.81, 1096.32,,
2001-09-05, 1088.67, 1039.33, 1104.24,,
2001-09-06, 1103.36, 1068.53, 1122.41,,
2001-09-07, 1120.18, 1100.91, 1144.75,,
2001-09-10, 1116.22, 1093.75, 1131.65,,
2001-09-11, 1140.87, 1146.36, 1148.16,,
2001-09-12, 1142.71, 1155.65, 1146.66,,
2001-09-13, 1151.99, 1172.64, 1171.45,,
2001-09-14, 1167.99, 1197.73, 1194.31,,
2001-09-17, 1168.26, 1201.33, 1193.14,,
2001-09-18, 1161.93, 1187.03, 1188.78,,
2001-09-19, 1162.39, 1187.62, 1195.00,,
2001-09-20, 1163.11, 1188.10, 1200.74,,
2001-09-21, 1162.45, 1187.86, 1196.40,,
2001-09-24, 1148.76, 1161.13, 1185.96,,
2001-09-25, 1154.76, 1172.05, 1193.24,,
2001-09-26, 1156.26, 1178.03, 1197.67,,
2001-09-27, 1152.52, 1172.61, 1190.43,,
2001-09-28, 1142.98, 1160.06, 1178.85,,
2001-10-01, 1148.22, 1167.83, 1184.38,,
2001-10-02, 1156.90, 1180.10, 1185.78,,
2001-10-03, 1157.90, 1185.41, 1185.77,,
2001-10-04, 1152.28, 1179.00, 1183.01,,
2001-10-05, 1157.34, 1189.14, 1180.24,,
2001-10-08, 1157.80, 1191.28, 1179.96,,
2001-10-09, 1146.50, 1169.84, 1168.21,,
2001-10-10, 1142.50, 1158.38, 1157.46,,
2001-10-11, 1128.35, 1122.81, 1136.33,,
2001-10-12, 1132.99, 1137.52, 1143.14,,
2001-10-15, 1139.46, 1149.69, 1140.15,,
2001-10-16, 1141.53, 1154.06, 1141.35,,
2001-10-17, 1138.79, 1149.45, 1140.67,,
2001-10-18, 1145.03, 1166.00, 1153.97,,
2001-10-19, 1139.65, 1155.62, 1145.77,,
2001-10-22, 1141.04, 1152.85, 1133.96,,
2001-10-23, 1137.26, 1144.66, 1126.09,,
2001-10-24, 1146.86, 1163.55, 1132.22,,
2001-10-25, 1156.64, 1184.49, 1144.83,,
2001-10-26, 1155.55, 1183.31, 1146.41,,
2001-10-29, 1164.36, 1202.01, 1160.31,,
2001-10-30, 1176.19, 1225.32, 1175.88,,
2001-10-31, 1185.33, 1243.70, 1188.23,,
2001-11-01, 1190.89, 1258.50, 1192.22,,
2001-11-02, 1182.50, 1244.54, 1182.68,,
2001-11-05, 1186.74, 1252.00, 1185.93,,
2001-11-06, 1187.26, 1252.75, 1180.87,,
2001-11-07, 1196.83, 1275.30, 1191.19,,
2001-11-08, 1181.32, 1246.23, 1174.87,,
2001-11-09, 1173.33, 1232.02, 1174.75,,
2001-11-12, 1172.76, 1235.10, 1179.85,,
2001-11-13, 1158.80, 1201.50, 1151.03,,
2001-11-14, 1143.98, 1173.39, 1140.52,,
2001-11-15, 1126.45, 1134.55, 1119.55,,
2001-11-16, 1111.69, 1104.03, 1106.31,,
2001-11-19, 1120.56, 1120.04, 1113.13,,
2001-11-20, 1111.77, 1107.27, 1112.72,,
2001-11-21, 1107.38, 1098.75, 1102.84,,
2001-11-22, 1107.03, 1098.75, 1101.84,,
2001-11-23, 1110.08, 1100.72, 1099.09,,
2001-11-26, 1109.27, 1099.18, 1101.40,,
2001-11-27, 1100.27, 1081.81, 1095.59,,
2001-11-28, 1096.31, 1075.76, 1103.46,,
2001-11-29, 1100.82, 1084.79, 1112.82,,
2001-11-30, 1094.75, 1074.60, 1113.71,,
2001-12-03, 1093.41, 1075.03, 1113.70,,
2001-12-04, 1096.67, 1081.37, 1116.46,,
2001-12-05, 1095.45, 1074.56, 1098.22,,
2001-12-06, 1099.21, 1080.57, 1089.26,,
2001-12-07, 1100.93, 1083.60, 1083.30,,
2001-12-10, 1103.61, 1088.37, 1091.24,,
2001-12-11, 1104.09, 1090.11, 1097.32,,
2001-12-12, 1101.65, 1082.04, 1098.55,,
2001-12-13, 1102.08, 1086.04, 1089.72,,
2001-12-14, 1109.50, 1091.58, 1085.80,,
2001-12-17, 1113.91, 1102.39, 1082.49,,
2001-12-18, 1111.99, 1098.53, 1087.04,,
2001-12-19, 1107.86, 1092.82, 1088.38,,
2001-12-20, 1111.40, 1099.70, 1086.10,,
2001-12-21, 1115.14, 1108.94, 1094.20,,
2001-12-24, 1117.67, 1110.05, 1096.73,,
2001-12-25, 1117.91, 1110.61, 1096.77,,
2001-12-26, 1121.97, 1114.83, 1094.39,,
2001-12-27, 1125.77, 1120.07, 1095.75,,
2001-12-28, 1121.56, 1113.01, 1093.09,,
2001-12-31, 1122.85, 1116.01, 1095.77,,
2002-01-01, 1122.85, 1116.01,,,
2002-01-02, 1122.19, 1108.43, 1100.38,,
2002-01-03, 1118.22, 1106.65, 1100.06,,
2002-01-04, 1110.83, 1093.48, 1103.87,,
2002-01-07, 1107.15, 1086.81, 1095.80,,
2002-01-08, 1116.69, 1099.75, 1102.08,,
2002-01-09, 1117.60, 1104.03, 1101.97,,
2002-01-10, 1117.24, 1098.29, 1093.83,,
2002-01-11, 1113.62, 1095.00, 1088.42,,
2002-01-14, 1110.93, 1090.62, 1081.01,,
2002-01-15, 1104.35, 1081.57, 1080.45,,
2002-01-16, 1103.23, 1079.84, 1078.44,,
2002-01-17, 1106.26, 1090.42, 1093.61,,
