trade_date,SG CTA Index,SG Trend Index,SG Trend Indicator,SG Short-Term Traders Index,SG Multi Alternative Risk Premia Index
2005-11-16, 1544.07, 1647.58, 1682.32,,
2005-11-17, 1539.87, 1640.33, 1676.89,,
2005-11-18, 1553.79, 1660.51, 1703.45,,
2005-11-21, 1548.89, 1655.19, 1691.83,,
2005-11-22, 1539.13, 1641.62, 1679.69,,
2005-11-23, 1542.55, 1649.50, 1695.34,,
2005-11-24, 1540.89, 1649.33, 1675.66,,
2005-11-25, 1548.31, 1659.07, 1685.14,,
2005-11-28, 1541.82, 1645.30, 1654.94,,
2005-11-29, 1554.85, 1668.33, 1697.28,,
2005-11-30, 1554.57, 1669.50, 1698.06,,
2005-12-01, 1570.69, 1697.38, 1707.68,,
2005-12-02, 1574.79, 1700.94, 1708.65,,
2005-12-05, 1576.18, 1702.64, 1714.82,,
2005-12-06, 1573.12, 1700.43, 1701.36,,
2005-12-07, 1578.61, 1707.40, 1709.21,,
2005-12-08, 1563.66, 1687.94, 1674.80,,
2005-12-09, 1573.20, 1701.10, 1696.15,,
2005-12-12, 1567.80, 1693.45, 1690.83,,
2005-12-13, 1567.07, 1693.62, 1688.37,,
2005-12-14, 1540.85, 1645.52, 1626.54,,
2005-12-15, 1529.42, 1625.61, 1613.57,,
2005-12-16, 1527.06, 1623.33, 1611.76,,
2005-12-19, 1527.84, 1619.92, 1616.65,,
2005-12-20, 1534.40, 1632.56, 1641.38,,
2005-12-21, 1543.48, 1644.31, 1667.68,,
2005-12-22, 1539.94, 1636.09, 1646.69,,
2005-12-23, 1537.67, 1631.67, 1628.02,,
2005-12-26, 1538.22, 1632.33, 1628.22,,
2005-12-27, 1534.62, 1628.90, 1618.08,,
2005-12-28, 1538.89, 1634.76, 1632.56,,
2005-12-29, 1539.96, 1637.21, 1638.81,,
2005-12-30, 1536.58, 1629.52, 1632.47,,
2006-01-02, 1537.77, 1631.80, 1640.22,,
2006-01-03, 1524.86, 1616.63, 1601.80,,
2006-01-04, 1526.50, 1617.11, 1586.29,,
2006-01-05, 1524.09, 1611.45, 1567.82,,
2006-01-06, 1527.28, 1615.80, 1569.60,,
2006-01-09, 1533.39, 1623.40, 1582.50,,
2006-01-10, 1529.57, 1618.04, 1591.91,,
2006-01-11, 1534.40, 1625.00, 1606.36,,
2006-01-12, 1536.20, 1627.27, 1603.40,,
2006-01-13, 1537.79, 1633.13, 1579.22,,
2006-01-16, 1538.49, 1635.74, 1585.42,,
2006-01-17, 1538.62, 1635.25, 1569.93,,
2006-01-18, 1531.81, 1623.31, 1562.55,,
2006-01-19, 1537.98, 1632.40, 1589.46,,
2006-01-20, 1530.34, 1620.65, 1562.70,,
2006-01-23, 1530.60, 1624.22, 1543.48,,
2006-01-24, 1530.20, 1623.24, 1547.96,,
2006-01-25, 1534.61, 1629.90, 1557.73,,
2006-01-26, 1537.83, 1634.95, 1567.49,,
2006-01-27, 1547.46, 1649.66, 1595.81,,
2006-01-30, 1548.86, 1651.97, 1595.47,,
2006-01-31, 1550.46, 1655.77, 1600.37,,
2006-02-01, 1555.36, 1663.72, 1610.50,,
2006-02-02, 1551.10, 1656.07, 1601.70,,
2006-02-03, 1547.64, 1648.29, 1577.52,,
2006-02-06, 1552.24, 1653.89, 1583.01,,
2006-02-07, 1540.67, 1631.73, 1565.58,,
2006-02-08, 1540.07, 1630.75, 1566.38,,
2006-02-09, 1546.49, 1642.16, 1579.66,,
2006-02-10, 1542.39, 1630.50, 1574.31,,
2006-02-13, 1538.11, 1621.86, 1566.41,,
2006-02-14, 1543.86, 1628.84, 1579.82,,
2006-02-15, 1540.86, 1625.09, 1571.22,,
2006-02-16, 1543.79, 1629.32, 1581.40,,
2006-02-17, 1539.01, 1623.78, 1575.63,,
2006-02-20, 1539.01, 1624.75, 1570.24,,
2006-02-21, 1543.27, 1632.39, 1580.86,,
2006-02-22, 1545.66, 1636.47, 1586.25,,
2006-02-23, 1545.74, 1634.99, 1594.47,,
2006-02-24, 1552.63, 1643.17, 1608.24,,
2006-02-27, 1554.29, 1644.65, 1631.23,,
2006-02-28, 1541.07, 1624.75, 1593.48,,
2006-03-01, 1547.40, 1635.96, 1605.00,,
2006-03-02, 1546.08, 1632.85, 1598.57,,
2006-03-03, 1545.56, 1633.01, 1600.68,,
2006-03-06, 1547.24, 1637.42, 1617.39,,
2006-03-07, 1549.29, 1638.41, 1636.72,,
2006-03-08, 1541.52, 1626.77, 1615.69,,
2006-03-09, 1545.64, 1633.77, 1622.14,,
2006-03-10, 1556.80, 1652.39, 1660.21,,
2006-03-13, 1560.55, 1659.83, 1659.40,,
2006-03-14, 1542.86, 1629.45, 1616.63,,
2006-03-15, 1546.14, 1635.81, 1631.44,,
2006-03-16, 1532.44, 1613.07, 1598.57,,
2006-03-17, 1536.83, 1620.49, 1614.48,,
2006-03-20, 1536.58, 1620.65, 1626.90,,
2006-03-21, 1546.72, 1636.54, 1652.47,,
2006-03-22, 1545.27, 1633.59, 1640.61,,
2006-03-23, 1555.13, 1649.44, 1666.08,,
2006-03-24, 1547.72, 1639.21, 1659.15,,
2006-03-27, 1546.55, 1636.09, 1653.60,,
2006-03-28, 1563.36, 1664.40, 1692.00,,
2006-03-29, 1573.79, 1679.88, 1706.20,,
2006-03-30, 1575.11, 1685.09, 1712.40,,
2006-03-31, 1575.55, 1683.23, 1705.81,,
2006-04-03, 1590.01, 1709.32, 1732.92,,
2006-04-04, 1583.48, 1701.29, 1722.21,,
2006-04-05, 1578.95, 1692.78, 1710.35,,
2006-04-06, 1587.74, 1709.88, 1728.33,,
2006-04-07, 1590.27, 1714.32, 1742.27,,
2006-04-10, 1598.74, 1728.55, 1746.63,,
2006-04-11, 1590.27, 1714.38, 1718.63,,
2006-04-12, 1593.93, 1721.41, 1720.97,,
2006-04-13, 1606.78, 1743.27, 1749.11,,
2006-04-14, 1608.37, 1745.88, 1752.87,,
2006-04-17, 1602.03, 1734.36, 1726.61,,
2006-04-18, 1601.82, 1734.88, 1709.09,,
2006-04-19, 1608.21, 1747.03, 1714.00,,
2006-04-20, 1606.67, 1745.10, 1725.83,,
2006-04-21, 1613.77, 1755.23, 1728.89,,
2006-04-24, 1599.46, 1728.37, 1710.32,,
2006-04-25, 1616.15, 1757.75, 1745.90,,
2006-04-26, 1625.48, 1772.69, 1756.73,,
2006-04-27, 1617.69, 1759.40, 1753.14,,
2006-04-28, 1613.63, 1752.89, 1751.36,,
2006-05-01, 1618.60, 1762.18, 1764.96,,
2006-05-02, 1629.04, 1781.39, 1778.94,,
2006-05-03, 1630.36, 1781.39, 1781.86,,
2006-05-04, 1636.57, 1792.43, 1793.44,,
2006-05-05, 1635.89, 1791.72, 1797.86,,
2006-05-08, 1638.90, 1795.48, 1805.66,,
2006-05-09, 1648.40, 1810.92, 1832.25,,
2006-05-10, 1652.80, 1816.53, 1836.93,,
2006-05-11, 1662.75, 1836.15, 1861.09,,
2006-05-12, 1654.95, 1821.83, 1863.11,,
2006-05-15, 1627.58, 1773.92, 1811.93,,
2006-05-16, 1616.66, 1759.01, 1798.92,,
2006-05-17, 1616.94, 1758.49, 1791.89,,
2006-05-18, 1604.40, 1738.44, 1765.28,,
2006-05-19, 1593.94, 1721.92, 1745.01,,
2006-05-22, 1585.22, 1707.12, 1729.91,,
2006-05-23, 1594.97, 1722.14, 1750.00,,
2006-05-24, 1577.19, 1695.27, 1709.82,,
2006-05-25, 1582.19, 1703.58, 1725.89,,
2006-05-26, 1579.33, 1699.66, 1722.73,,
2006-05-29, 1580.13, 1701.02, 1724.67,,
2006-05-30, 1592.20, 1721.43, 1753.22,,
2006-05-31, 1588.92, 1715.58, 1745.98,,
2006-06-01, 1584.57, 1710.61, 1735.43,,
2006-06-02, 1581.13, 1701.71, 1732.00,,
2006-06-05, 1581.80, 1703.24, 1736.28,,
2006-06-06, 1577.97, 1698.64, 1729.24,,
2006-06-07, 1574.81, 1693.72, 1724.55,,
2006-06-08, 1556.24, 1663.57, 1696.50,,
2006-06-09, 1556.06, 1663.90, 1697.74,,
2006-06-12, 1553.79, 1661.07, 1695.52,,
2006-06-13, 1542.63, 1642.97, 1660.82,,
2006-06-14, 1548.86, 1653.48, 1672.41,,
2006-06-15, 1553.40, 1660.26, 1675.85,,
2006-06-16, 1556.62, 1665.74, 1686.35,,
2006-06-19, 1557.57, 1668.07, 1689.18,,
2006-06-20, 1561.41, 1674.75, 1703.89,,
2006-06-21, 1563.54, 1679.60, 1710.51,,
2006-06-22, 1568.88, 1688.84, 1709.41,,
2006-06-23, 1575.13, 1698.64, 1712.56,,
2006-06-26, 1582.53, 1710.53, 1722.38,,
2006-06-27, 1576.25, 1700.09, 1720.80,,
2006-06-28, 1577.79, 1702.81, 1724.66,,
2006-06-29, 1571.50, 1691.40, 1714.11,,
2006-06-30, 1567.03, 1684.47, 1695.87,,
2006-07-03, 1568.18, 1687.33, 1694.76,,
2006-07-04, 1567.25, 1685.64, 1691.28,,
2006-07-05, 1582.42, 1709.24, 1715.30,,
2006-07-06, 1581.05, 1706.85, 1703.95,,
2006-07-07, 1571.88, 1691.83, 1687.62,,
2006-07-10, 1566.56, 1684.39, 1680.55,,
2006-07-11, 1564.23, 1679.50, 1666.26,,
2006-07-12, 1569.33, 1687.73, 1670.16,,
2006-07-13, 1566.30, 1684.19, 1672.58,,
2006-07-14, 1563.47, 1679.30, 1660.08,,
2006-07-17, 1558.42, 1669.06, 1660.64,,
2006-07-18, 1557.40, 1670.73, 1667.52,,
2006-07-19, 1548.31, 1657.70, 1653.19,,
2006-07-20, 1545.60, 1654.38, 1644.74,,
2006-07-21, 1541.49, 1648.42, 1647.86,,
2006-07-24, 1544.15, 1649.91, 1634.47,,
2006-07-25, 1545.06, 1650.07, 1632.24,,
2006-07-26, 1544.25, 1648.92, 1638.58,,
2006-07-27, 1541.65, 1646.44, 1636.10,,
2006-07-28, 1534.13, 1634.43, 1622.58,,
2006-07-31, 1535.54, 1637.53, 1616.41,,
2006-08-01, 1539.22, 1643.92, 1627.28,,
2006-08-02, 1540.24, 1647.70, 1624.22,,
2006-08-03, 1540.64, 1651.49, 1637.66,,
2006-08-04, 1541.67, 1653.64, 1628.48,,
2006-08-07, 1545.79, 1662.40, 1639.62,,
2006-08-08, 1544.23, 1661.40, 1633.49,,
2006-08-09, 1547.83, 1665.89, 1633.06,,
2006-08-10, 1537.18, 1648.23, 1623.20,,
2006-08-11, 1541.91, 1657.13, 1639.58,,
2006-08-14, 1541.63, 1658.29, 1640.39,,
2006-08-15, 1541.08, 1655.97, 1643.35,,
2006-08-16, 1538.49, 1651.66, 1646.52,,
2006-08-17, 1527.66, 1635.31, 1635.76,,
2006-08-18, 1525.72, 1632.86, 1633.59,,
2006-08-21, 1530.65, 1640.86, 1645.93,,
2006-08-22, 1528.66, 1638.56, 1627.37,,
2006-08-23, 1525.39, 1633.65, 1625.23,,
2006-08-24, 1522.37, 1630.05, 1620.01,,
2006-08-25, 1524.53, 1635.11, 1622.45,,
2006-08-28, 1525.79, 1637.07, 1631.33,,
2006-08-29, 1523.76, 1635.59, 1636.68,,
2006-08-30, 1529.61, 1643.94, 1648.72,,
2006-08-31, 1534.31, 1651.99, 1656.22,,
2006-09-01, 1535.75, 1654.14, 1664.85,,
2006-09-04, 1534.83, 1652.32, 1662.63,,
2006-09-05, 1527.96, 1641.91, 1640.04,,
2006-09-06, 1524.72, 1637.64, 1634.75,,
2006-09-07, 1514.24, 1621.76, 1620.96,,
2006-09-08, 1512.62, 1618.51, 1611.91,,
2006-09-11, 1510.84, 1616.08, 1612.47,,
2006-09-12, 1518.53, 1629.34, 1629.98,,
2006-09-13, 1519.73, 1630.48, 1637.10,,
2006-09-14, 1524.06, 1638.30, 1654.20,,
2006-09-15, 1521.31, 1632.73, 1650.14,,
2006-09-18, 1522.56, 1636.32, 1645.56,,
2006-09-19, 1519.44, 1632.23, 1652.40,,
2006-09-20, 1524.30, 1641.54, 1667.40,,
2006-09-21, 1524.24, 1643.18, 1681.08,,
2006-09-22, 1518.45, 1636.11, 1693.14,,
2006-09-25, 1520.98, 1640.04, 1706.70,,
2006-09-26, 1525.43, 1647.26, 1706.76,,
2006-09-27, 1528.07, 1652.20, 1698.39,,
2006-09-28, 1525.50, 1647.57, 1690.47,,
2006-09-29, 1526.09, 1647.90, 1682.20,,
2006-10-02, 1527.42, 1652.02, 1690.33,,
2006-10-03, 1531.25, 1658.63, 1693.47,,
2006-10-04, 1536.98, 1665.43, 1714.45,,
2006-10-05, 1534.71, 1661.77, 1704.95,,
2006-10-06, 1539.34, 1665.09, 1697.32,,
2006-10-09, 1537.60, 1663.76, 1688.61,,
2006-10-10, 1544.26, 1669.75, 1698.43,,
2006-10-11, 1547.50, 1673.59, 1702.68,,
2006-10-12, 1552.19, 1679.61, 1704.07,,
2006-10-13, 1554.77, 1681.96, 1696.84,,
2006-10-16, 1552.86, 1680.62, 1685.01,,
2006-10-17, 1543.49, 1667.68, 1688.67,,
2006-10-18, 1551.87, 1679.02, 1690.50,,
2006-10-19, 1542.53, 1667.94, 1663.53,,
2006-10-20, 1549.27, 1680.95, 1670.99,,
2006-10-23, 1558.85, 1694.23, 1676.61,,
2006-10-24, 1559.19, 1694.39, 1673.95,,
2006-10-25, 1556.49, 1689.99, 1670.78,,
2006-10-26, 1554.78, 1689.99, 1682.44,,
2006-10-27, 1547.67, 1678.84, 1686.08,,
2006-10-30, 1548.28, 1679.34, 1696.83,,
2006-10-31, 1546.68, 1675.98, 1698.66,,
2006-11-01, 1548.90, 1676.15, 1715.34,,
2006-11-02, 1548.24, 1674.81, 1708.12,,
2006-11-03, 1547.38, 1676.15, 1687.43,,
2006-11-06, 1560.78, 1695.42, 1695.35,,
2006-11-07, 1567.36, 1706.27, 1710.77,,
2006-11-08, 1560.78, 1697.57, 1713.13,,
2006-11-09, 1556.86, 1691.80, 1693.18,,
2006-11-10, 1551.99, 1684.19, 1699.20,,
2006-11-13, 1554.71, 1688.40, 1707.04,,
2006-11-14, 1555.62, 1689.07, 1714.10,,
2006-11-15, 1559.48, 1693.80, 1709.70,,
2006-11-16, 1564.69, 1699.90, 1714.77,,
2006-11-17, 1559.75, 1691.91, 1717.21,,
2006-11-20, 1562.62, 1695.46, 1725.62,,
2006-11-21, 1563.98, 1698.01, 1725.92,,
2006-11-22, 1567.34, 1703.10, 1727.61,,
2006-11-23, 1567.06, 1702.59, 1725.61,,
2006-11-24, 1569.30, 1704.12, 1713.79,,
2006-11-27, 1561.03, 1689.47, 1695.61,,
2006-11-28, 1564.62, 1693.18, 1710.98,,
2006-11-29, 1571.52, 1701.14, 1713.72,,
2006-11-30, 1583.43, 1716.62, 1734.07,,
2006-12-01, 1589.53, 1722.11, 1745.09,,
2006-12-04, 1594.02, 1729.52, 1754.54,,
2006-12-05, 1593.29, 1732.63, 1754.18,,
2006-12-06, 1585.85, 1717.21, 1737.58,,
2006-12-07, 1587.44, 1717.21, 1738.00,,
2006-12-08, 1577.10, 1700.21, 1718.60,,
2006-12-11, 1589.20, 1721.29, 1737.26,,
2006-12-12, 1597.94, 1733.69, 1749.96,,
2006-12-13, 1594.10, 1726.23, 1732.65,,
2006-12-14, 1595.68, 1729.86, 1723.62,,
2006-12-15, 1587.89, 1717.40, 1709.86,,
2006-12-18, 1587.02, 1716.54, 1706.21,,
2006-12-19, 1593.64, 1727.19, 1714.94,,
2006-12-20, 1599.63, 1735.82, 1719.76,,
2006-12-21, 1602.43, 1738.95, 1725.05,,
2006-12-22, 1599.71, 1732.34, 1714.85,,
2006-12-25, 1599.72, 1732.34, 1714.73,,
2006-12-26, 1605.47, 1741.17, 1726.54,,
2006-12-27, 1616.43, 1757.72, 1727.03,,
2006-12-28, 1622.96, 1765.27, 1732.63,,
2006-12-29, 1624.96, 1763.86, 1732.31,,
2007-01-01, 1625.02, 1764.21, 1732.85,,
2007-01-02, 1638.33, 1785.91, 1763.08,,
2007-01-03, 1634.22, 1778.23, 1744.38,,
2007-01-04, 1624.72, 1763.83, 1721.34,,
2007-01-05, 1604.07, 1731.55, 1661.84,,
2007-01-08, 1605.14, 1731.73, 1662.69,,
2007-01-09, 1613.54, 1742.12, 1669.43,,
2007-01-10, 1610.60, 1738.46, 1650.42,,
2007-01-11, 1634.69, 1782.44, 1687.68,,
2007-01-12, 1643.06, 1802.58, 1708.31,,
2007-01-15, 1646.49, 1807.27, 1713.08,,
2007-01-16, 1650.69, 1814.50, 1729.09,,
2007-01-17, 1652.34, 1816.68, 1730.25,,
2007-01-18, 1661.44, 1830.48, 1749.15,,
2007-01-19, 1659.54, 1827.37, 1748.87,,
2007-01-22, 1661.35, 1825.91, 1751.88,,
2007-01-23, 1662.47, 1826.82, 1754.16,,
2007-01-24, 1652.37, 1814.58, 1736.24,,
2007-01-25, 1651.96, 1812.77, 1738.07,,
2007-01-26, 1649.10, 1802.62, 1724.89,,
2007-01-29, 1658.48, 1817.04, 1740.41,,
2007-01-30, 1651.32, 1805.04, 1725.67,,
2007-01-31, 1643.47, 1794.03, 1704.37,,
2007-02-01, 1648.82, 1808.57, 1710.38,,
2007-02-02, 1651.56, 1809.47, 1703.26,,
2007-02-05, 1643.43, 1794.45, 1684.01,,
2007-02-06, 1644.47, 1797.68, 1680.19,,
2007-02-07, 1649.37, 1807.03, 1694.83,,
2007-02-08, 1646.79, 1800.88, 1689.76,,
2007-02-09, 1651.16, 1809.17, 1701.97,,
2007-02-12, 1653.34, 1811.34, 1717.89,,
2007-02-13, 1653.88, 1816.23, 1710.53,,
2007-02-14, 1661.69, 1831.12, 1714.90,,
2007-02-15, 1650.78, 1810.07, 1686.36,,
2007-02-16, 1650.74, 1808.80, 1689.41,,
2007-02-19, 1653.11, 1814.04, 1695.20,,
2007-02-20, 1657.82, 1824.20, 1709.35,,
2007-02-21, 1660.89, 1830.59, 1716.23,,
2007-02-22, 1666.40, 1842.12, 1734.20,,
2007-02-23, 1664.48, 1838.25, 1720.54,,
2007-02-26, 1664.71, 1833.10, 1711.01,,
2007-02-27, 1627.85, 1747.87, 1631.99,,
2007-02-28, 1614.76, 1722.17, 1621.78,,
2007-03-01, 1595.02, 1683.42, 1589.15,,
2007-03-02, 1580.27, 1646.72, 1560.44,,
2007-03-05, 1560.31, 1607.04, 1522.14,,
2007-03-06, 1569.27, 1623.75, 1541.18,,
2007-03-07, 1577.13, 1636.25, 1546.59,,
2007-03-08, 1581.53, 1648.85, 1563.77,,
2007-03-09, 1582.60, 1656.44, 1590.06,,
2007-03-12, 1588.47, 1668.20, 1596.48,,
2007-03-13, 1583.83, 1652.02, 1580.45,,
2007-03-14, 1580.09, 1638.47, 1555.36,,
2007-03-15, 1590.02, 1657.48, 1584.59,,
2007-03-16, 1594.28, 1664.11, 1604.58,,
2007-03-19, 1601.34, 1679.25, 1619.49,,
2007-03-20, 1604.02, 1687.14, 1627.45,,
2007-03-21, 1606.21, 1695.58, 1634.78,,
2007-03-22, 1606.28, 1693.04, 1622.01,,
2007-03-23, 1602.33, 1685.59, 1613.26,,
2007-03-26, 1602.31, 1685.08, 1626.15,,
2007-03-27, 1599.32, 1681.54, 1626.24,,
2007-03-28, 1585.33, 1662.71, 1616.70,,
2007-03-29, 1594.27, 1680.17, 1610.60,,
2007-03-30, 1592.14, 1682.18, 1609.79,,
2007-04-02, 1600.91, 1694.63, 1625.76,,
2007-04-03, 1611.65, 1713.95, 1609.67,,
2007-04-04, 1616.26, 1720.12, 1615.43,,
2007-04-05, 1618.60, 1723.22, 1618.60,,
2007-04-06, 1617.21, 1719.94, 1605.28,,
2007-04-09, 1617.32, 1720.63, 1599.81,,
2007-04-10, 1629.26, 1739.73, 1624.49,,
2007-04-11, 1629.27, 1740.08, 1628.56,,
2007-04-12, 1632.33, 1742.86, 1629.82,,
2007-04-13, 1646.19, 1765.00, 1655.88,,
2007-04-16, 1653.68, 1778.94, 1661.53,,
2007-04-17, 1655.63, 1784.45, 1675.95,,
2007-04-18, 1649.84, 1772.50, 1665.31,,
2007-04-19, 1646.11, 1763.10, 1660.15,,
2007-04-20, 1657.64, 1784.97, 1685.11,,
2007-04-23, 1651.25, 1776.76, 1675.15,,
2007-04-24, 1644.19, 1766.45, 1658.15,,
2007-04-25, 1651.44, 1779.17, 1685.06,,
2007-04-26, 1651.34, 1779.70, 1682.70,,
2007-04-27, 1653.98, 1783.26, 1702.69,,
2007-04-30, 1646.86, 1769.00, 1684.60,,
2007-05-01, 1647.77, 1775.01, 1675.65,,
2007-05-02, 1652.66, 1787.44, 1680.22,,
2007-05-03, 1656.87, 1797.09, 1682.36,,
2007-05-04, 1659.57, 1806.07, 1678.22,,
2007-05-07, 1664.32, 1816.55, 1695.74,,
2007-05-08, 1657.55, 1802.02, 1685.00,,
2007-05-09, 1658.24, 1805.98, 1690.95,,
2007-05-10, 1649.06, 1781.78, 1670.95,,
2007-05-11, 1656.97, 1797.64, 1677.18,,
2007-05-14, 1664.76, 1809.50, 1691.27,,
2007-05-15, 1666.71, 1821.08, 1705.54,,
2007-05-16, 1664.94, 1815.80, 1684.53,,
2007-05-17, 1668.32, 1815.62, 1684.19,,
2007-05-18, 1673.63, 1827.06, 1690.84,,
2007-05-21, 1679.16, 1838.02, 1690.67,,
2007-05-22, 1679.51, 1836.92, 1695.76,,
2007-05-23, 1686.44, 1852.53, 1713.89,,
2007-05-24, 1673.45, 1827.34, 1692.41,,
2007-05-25, 1678.08, 1837.75, 1700.08,,
2007-05-28, 1678.55, 1839.04, 1701.95,,
2007-05-29, 1680.27, 1845.29, 1711.52,,
2007-05-30, 1681.68, 1845.29, 1713.32,,
2007-05-31, 1700.12, 1872.23, 1733.52,,
2007-06-01, 1718.76, 1904.06, 1759.09,,
2007-06-04, 1716.98, 1902.35, 1754.67,,
2007-06-05, 1716.87, 1901.97, 1760.00,,
2007-06-06, 1702.89, 1870.59, 1738.75,,
2007-06-07, 1708.46, 1868.34, 1749.81,,
2007-06-08, 1713.46, 1873.20, 1768.63,,
2007-06-11, 1719.01, 1885.37, 1766.14,,
2007-06-12, 1721.51, 1887.45, 1786.57,,
2007-06-13, 1727.93, 1898.77, 1784.54,,
2007-06-14, 1738.06, 1918.52, 1795.24,,
2007-06-15, 1750.09, 1942.69, 1812.85,,
2007-06-18, 1750.69, 1945.22, 1814.35,,
2007-06-19, 1744.05, 1930.43, 1810.49,,
2007-06-20, 1745.98, 1934.10, 1813.40,,
2007-06-21, 1747.79, 1936.23, 1815.68,,
2007-06-22, 1740.70, 1921.51, 1808.93,,
2007-06-25, 1732.21, 1904.61, 1789.00,,
2007-06-26, 1725.92, 1892.80, 1784.92,,
2007-06-27, 1712.69, 1871.79, 1759.17,,
2007-06-28, 1733.16, 1911.47, 1809.92,,
2007-06-29, 1740.01, 1915.48, 1807.75,,
2007-07-02, 1743.56, 1920.65, 1814.94,,
2007-07-03, 1747.93, 1933.14, 1829.98,,
2007-07-04, 1750.81, 1939.71, 1838.41,,
2007-07-05, 1760.30, 1958.14, 1864.58,,
2007-07-06, 1771.84, 1983.79, 1893.09,,
2007-07-09, 1775.81, 1992.32, 1895.47,,
2007-07-10, 1760.86, 1956.66, 1851.59,,
2007-07-11, 1760.83, 1956.27, 1849.39,,
2007-07-12, 1774.04, 1986.20, 1888.88,,
2007-07-13, 1779.12, 1995.53, 1904.86,,
2007-07-16, 1774.17, 1980.17, 1892.78,,
2007-07-17, 1775.98, 1985.91, 1909.32,,
2007-07-18, 1771.95, 1972.60, 1886.10,,
2007-07-19, 1778.82, 1987.40, 1899.71,,
2007-07-20, 1770.11, 1963.55, 1857.23,,
2007-07-23, 1774.55, 1969.83, 1867.31,,
2007-07-24, 1767.37, 1952.50, 1856.54,,
2007-07-25, 1754.38, 1922.43, 1817.75,,
2007-07-26, 1717.48, 1843.03, 1708.04,,
2007-07-27, 1692.97, 1797.88, 1646.34,,
2007-07-30, 1693.26, 1797.16, 1643.29,,
2007-07-31, 1694.92, 1822.50, 1669.60,,
2007-08-01, 1680.77, 1789.70, 1624.19,,
2007-08-02, 1692.21, 1814.21, 1647.24,,
2007-08-03, 1687.31, 1801.70, 1631.26,,
2007-08-06, 1679.33, 1779.18, 1614.84,,
2007-08-07, 1680.36, 1782.56, 1617.49,,
2007-08-08, 1692.60, 1811.97, 1652.46,,
2007-08-09, 1666.64, 1760.69, 1616.35,,
2007-08-10, 1652.56, 1734.28, 1588.81,,
2007-08-13, 1653.96, 1738.79, 1584.43,,
2007-08-14, 1646.04, 1716.53, 1558.36,,
2007-08-15, 1638.48, 1699.71, 1538.08,,
2007-08-16, 1616.96, 1652.97, 1485.04,,
2007-08-17, 1619.22, 1660.57, 1509.91,,
2007-08-20, 1622.64, 1670.53, 1520.42,,
2007-08-21, 1622.26, 1667.69, 1513.50,,
2007-08-22, 1623.97, 1673.86, 1509.44,,
2007-08-23, 1624.11, 1675.37, 1513.43,,
2007-08-24, 1627.35, 1682.41, 1523.11,,
2007-08-27, 1629.66, 1685.44, 1535.54,,
2007-08-28, 1630.55, 1685.27, 1555.08,,
2007-08-29, 1632.09, 1690.66, 1557.01,,
2007-08-30, 1635.53, 1698.10, 1557.80,,
2007-08-31, 1625.96, 1695.89, 1546.34,,
2007-09-03, 1626.81, 1698.10, 1541.15,,
2007-09-04, 1632.51, 1708.79, 1536.88,,
2007-09-05, 1636.78, 1718.02, 1563.75,,
2007-09-06, 1637.03, 1717.51, 1564.45,,
2007-09-07, 1646.73, 1731.76, 1598.82,,
2007-09-10, 1651.94, 1740.59, 1612.68,,
2007-09-11, 1654.27, 1746.34, 1600.87,,
2007-09-12, 1655.79, 1748.08, 1592.90,,
2007-09-13, 1651.11, 1744.41, 1585.39,,
2007-09-14, 1652.36, 1741.62, 1580.27,,
2007-09-17, 1651.74, 1741.45, 1585.12,,
2007-09-18, 1662.01, 1760.78, 1582.91,,
2007-09-19, 1664.49, 1762.01, 1564.12,,
2007-09-20, 1670.89, 1769.94, 1564.21,,
2007-09-21, 1672.76, 1776.67, 1560.02,,
2007-09-24, 1673.65, 1775.78, 1556.64,,
2007-09-25, 1671.77, 1768.50, 1561.21,,
2007-09-26, 1673.46, 1773.27, 1555.31,,
2007-09-27, 1687.13, 1801.29, 1566.61,,
2007-09-28, 1695.77, 1799.85, 1578.91,,
2007-10-01, 1695.69, 1798.41, 1572.23,,
2007-10-02, 1682.91, 1772.51, 1559.87,,
2007-10-03, 1682.34, 1770.56, 1557.05,,
2007-10-04, 1687.23, 1782.25, 1565.87,,
2007-10-05, 1695.02, 1796.33, 1560.54,,
2007-10-08, 1685.87, 1776.21, 1550.88,,
2007-10-09, 1691.82, 1787.40, 1550.44,,
2007-10-10, 1696.51, 1798.30, 1551.84,,
2007-10-11, 1712.22, 1825.10, 1563.25,,
2007-10-12, 1708.16, 1821.81, 1552.76,,
2007-10-15, 1708.46, 1823.45, 1553.12,,
2007-10-16, 1701.88, 1815.79, 1554.40,,
2007-10-17, 1706.45, 1822.87, 1565.15,,
2007-10-18, 1716.88, 1841.28, 1591.73,,
2007-10-19, 1710.35, 1826.55, 1602.04,,
2007-10-22, 1694.66, 1792.95, 1586.74,,
2007-10-23, 1710.40, 1822.53, 1599.02,,
2007-10-24, 1711.75, 1822.71, 1610.55,,
2007-10-25, 1725.63, 1850.60, 1626.86,,
2007-10-26, 1739.71, 1877.25, 1641.25,,
2007-10-29, 1750.22, 1901.46, 1658.63,,
2007-10-30, 1742.92, 1884.73, 1643.10,,
2007-10-31, 1755.82, 1908.48, 1656.64,,
2007-11-01, 1743.84, 1884.05, 1647.66,,
2007-11-02, 1751.91, 1907.98, 1674.87,,
2007-11-05, 1750.62, 1899.58, 1670.38,,
2007-11-06, 1764.78, 1931.88, 1698.44,,
2007-11-07, 1770.25, 1939.41, 1720.47,,
